source_path,relative_path,file_name,extension,dataset_group,class_label,specimen,sample_id,marker,dilution,magnification,image_index,replicate_or_position,parse_confidence,parsed_pattern,recommended_split_group,recommended_train_path,size_mb,modified_time,notes
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_2.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_2.tif,肿瘤SK类皮下IKZF1序号2X20_2.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,2,2,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_2.tif,27.33,2026-03-28T07:20:30.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_20.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_20.tif,肿瘤SK类皮下IKZF1序号2X20_20.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,20,20,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_20.tif,26.45,2026-03-28T07:24:20.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_3.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_3.tif,肿瘤SK类皮下IKZF1序号2X20_3.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,3,3,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_3.tif,27.2,2026-03-28T07:20:40.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_4.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_4.tif,肿瘤SK类皮下IKZF1序号2X20_4.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,4,4,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_4.tif,26.91,2026-03-28T07:20:52.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_5.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_5.tif,肿瘤SK类皮下IKZF1序号2X20_5.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,5,5,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_5.tif,26.57,2026-03-28T07:21:04.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_6.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_6.tif,肿瘤SK类皮下IKZF1序号2X20_6.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,6,6,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_6.tif,26.23,2026-03-28T07:21:14.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_7.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_7.tif,肿瘤SK类皮下IKZF1序号2X20_7.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,7,7,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_7.tif,25.38,2026-03-28T07:21:24.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_8.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_8.tif,肿瘤SK类皮下IKZF1序号2X20_8.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,8,8,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_8.tif,26.06,2026-03-28T07:21:36.000Z,
E:\data\sy2part123\肿瘤SK类皮下IKZF1序号2X20_9.tif,sy2part123\肿瘤SK类皮下IKZF1序号2X20_9.tif,肿瘤SK类皮下IKZF1序号2X20_9.tif,.tif,sy2part123,肿瘤SK类皮下__IKZF1__序号2__20x,肿瘤SK类皮下,序号2,IKZF1,,20x,9,9,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__IKZF1__序号2__20x\肿瘤SK类皮下IKZF1序号2X20_9.tif,21.86,2026-03-28T07:21:52.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_1.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_1.tif,肿瘤SK类皮下MFAP4序号5X20_1.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,1,1,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_1.tif,24.96,2026-03-28T07:25:42.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_10.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_10.tif,肿瘤SK类皮下MFAP4序号5X20_10.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,10,10,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_10.tif,26.13,2026-03-28T07:27:38.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_11.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_11.tif,肿瘤SK类皮下MFAP4序号5X20_11.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,11,11,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_11.tif,24.12,2026-03-28T07:27:52.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_12.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_12.tif,肿瘤SK类皮下MFAP4序号5X20_12.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,12,12,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_12.tif,26.03,2026-03-28T07:28:10.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_13.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_13.tif,肿瘤SK类皮下MFAP4序号5X20_13.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,13,13,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_13.tif,26.69,2026-03-28T07:28:22.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_14.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_14.tif,肿瘤SK类皮下MFAP4序号5X20_14.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,14,14,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_14.tif,26.39,2026-03-28T07:28:34.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_15.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_15.tif,肿瘤SK类皮下MFAP4序号5X20_15.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,15,15,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_15.tif,25.62,2026-03-28T07:28:48.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_16.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_16.tif,肿瘤SK类皮下MFAP4序号5X20_16.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,16,16,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_16.tif,25.7,2026-03-28T07:29:00.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_17.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_17.tif,肿瘤SK类皮下MFAP4序号5X20_17.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,17,17,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_17.tif,25.51,2026-03-28T07:29:10.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_18.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_18.tif,肿瘤SK类皮下MFAP4序号5X20_18.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,18,18,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_18.tif,25.66,2026-03-28T07:29:22.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_19.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_19.tif,肿瘤SK类皮下MFAP4序号5X20_19.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,19,19,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_19.tif,25.5,2026-03-28T07:29:32.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_2.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_2.tif,肿瘤SK类皮下MFAP4序号5X20_2.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,2,2,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_2.tif,25.49,2026-03-28T07:25:56.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_20.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_20.tif,肿瘤SK类皮下MFAP4序号5X20_20.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,20,20,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_20.tif,26.49,2026-03-28T07:29:44.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_3.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_3.tif,肿瘤SK类皮下MFAP4序号5X20_3.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,3,3,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_3.tif,26.42,2026-03-28T07:26:08.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_4.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_4.tif,肿瘤SK类皮下MFAP4序号5X20_4.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,4,4,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_4.tif,26.64,2026-03-28T07:26:22.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_5.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_5.tif,肿瘤SK类皮下MFAP4序号5X20_5.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,5,5,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_5.tif,26.37,2026-03-28T07:26:36.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_6.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_6.tif,肿瘤SK类皮下MFAP4序号5X20_6.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,6,6,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_6.tif,25.36,2026-03-28T07:26:50.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_7.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_7.tif,肿瘤SK类皮下MFAP4序号5X20_7.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,7,7,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_7.tif,24.48,2026-03-28T07:27:02.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_8.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_8.tif,肿瘤SK类皮下MFAP4序号5X20_8.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,8,8,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_8.tif,25.68,2026-03-28T07:27:16.000Z,
E:\data\sy2part123\肿瘤SK类皮下MFAP4序号5X20_9.tif,sy2part123\肿瘤SK类皮下MFAP4序号5X20_9.tif,肿瘤SK类皮下MFAP4序号5X20_9.tif,.tif,sy2part123,肿瘤SK类皮下__MFAP4__序号5__20x,肿瘤SK类皮下,序号5,MFAP4,,20x,9,9,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__MFAP4__序号5__20x\肿瘤SK类皮下MFAP4序号5X20_9.tif,23.91,2026-03-28T07:27:26.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_1.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_1.tif,肿瘤SK类皮下TCR_RFP序号1X20_1.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,1,1,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_1.tif,20.8,2026-03-28T07:13:18.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_10.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_10.tif,肿瘤SK类皮下TCR_RFP序号1X20_10.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,10,10,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_10.tif,22.79,2026-03-28T07:15:38.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_11.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_11.tif,肿瘤SK类皮下TCR_RFP序号1X20_11.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,11,11,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_11.tif,26.55,2026-03-28T07:16:02.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_12.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_12.tif,肿瘤SK类皮下TCR_RFP序号1X20_12.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,12,12,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_12.tif,24.83,2026-03-28T07:16:14.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_13.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_13.tif,肿瘤SK类皮下TCR_RFP序号1X20_13.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,13,13,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_13.tif,23.1,2026-03-28T07:16:28.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_14.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_14.tif,肿瘤SK类皮下TCR_RFP序号1X20_14.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,14,14,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_14.tif,24.88,2026-03-28T07:16:52.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_15.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_15.tif,肿瘤SK类皮下TCR_RFP序号1X20_15.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,15,15,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_15.tif,26.16,2026-03-28T07:17:04.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_16.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_16.tif,肿瘤SK类皮下TCR_RFP序号1X20_16.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,16,16,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_16.tif,25.06,2026-03-28T07:17:16.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_17.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_17.tif,肿瘤SK类皮下TCR_RFP序号1X20_17.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,17,17,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_17.tif,23.31,2026-03-28T07:17:30.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_18.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_18.tif,肿瘤SK类皮下TCR_RFP序号1X20_18.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,18,18,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_18.tif,24.98,2026-03-28T07:17:48.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_19.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_19.tif,肿瘤SK类皮下TCR_RFP序号1X20_19.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,19,19,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_19.tif,26.76,2026-03-28T07:18:04.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_2.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_2.tif,肿瘤SK类皮下TCR_RFP序号1X20_2.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,2,2,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_2.tif,24.5,2026-03-28T07:13:34.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_20.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_20.tif,肿瘤SK类皮下TCR_RFP序号1X20_20.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,20,20,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_20.tif,25.14,2026-03-28T07:18:26.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_3.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_3.tif,肿瘤SK类皮下TCR_RFP序号1X20_3.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,3,3,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_3.tif,23.57,2026-03-28T07:13:48.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_4.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_4.tif,肿瘤SK类皮下TCR_RFP序号1X20_4.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,4,4,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_4.tif,27.19,2026-03-28T07:14:00.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_5.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_5.tif,肿瘤SK类皮下TCR_RFP序号1X20_5.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,5,5,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_5.tif,26.39,2026-03-28T07:14:14.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_6.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_6.tif,肿瘤SK类皮下TCR_RFP序号1X20_6.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,6,6,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_6.tif,25.89,2026-03-28T07:14:26.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_7.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_7.tif,肿瘤SK类皮下TCR_RFP序号1X20_7.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,7,7,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_7.tif,24.05,2026-03-28T07:14:54.000Z,
E:\data\sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_8.tif,sy2part123\肿瘤SK类皮下TCR_RFP序号1X20_8.tif,肿瘤SK类皮下TCR_RFP序号1X20_8.tif,.tif,sy2part123,肿瘤SK类皮下__TCR_RFP__序号1__20x,肿瘤SK类皮下,序号1,TCR_RFP,,20x,8,8,high,sy2_specimen_marker_sequence_magnification,肿瘤SK类皮下,dataset_by_class\肿瘤SK类皮下__TCR_RFP__序号1__20x\肿瘤SK类皮下TCR_RFP序号1X20_8.tif,27.09,2026-03-28T07:15:08.000Z,
